48,4356
56,4740
96,6699
108,6385
160,6961
176,6594
240,8858
260,7710
336,8109
360,8188
448,8304
476,8116
576,9651
608,8866
720,10352
756,9839
880,9590
920,9226
1056,9877
1100,9466
1248,10845
1296,10099
1456,10661
1508,10767
1680,11343
1736,10314
1920,10053
1980,9707
2176,10266
2240,9877
2448,10662
2516,10692
2736,10812
2808,10230
3040,11002
3116,10706
3360,11743
3440,10579
3696,11377
3780,10976
4048,11502
4136,10810
4416,10809
4508,10506
4800,11733
4896,11055
5200,11502
5300,11505
5616,11729
5720,11063
6048,11479
6156,11290
6496,11685
6608,11001
6960,11225
7076,11047
7440,12332
7560,11620
7936,11059
8060,11226
8448,12212
8576,11370
8976,11037
9108,11053
9520,12626
9656,11861
10080,11723
10220,11718
10656,12516
10800,11630
11248,11278
11396,11288
11856,12918
12008,11903
12480,11735
12636,11891
13120,12402
13280,11530
13776,12123
13940,11868
14448,13062
14616,12022
15136,11924
15308,12665
15840,12999
16016,11955
16560,12123
16740,12262
17296,12642
17480,11742
18048,12073
18236,11951
18816,13256
19008,12411
19600,12353
19796,12235
20400,13084
20600,12075
21216,12204
21420,12138
22048,13035
22256,11969
22896,12226
23108,11972
23760,13283
23976,12206
24640,12543
24860,12457
25536,13269
25760,12350
26448,12449
26676,12330
27376,13191
27608,12098
28320,12553
28556,12529
29280,13648
29520,12605
30256,12429
30500,12622
31248,13601
31496,12493
32256,12009
32508,12004
33280,13706
33536,12612
34320,12692
34580,12549
35376,13509
35640,12364
36448,12356
36716,12323
37536,13940
37808,12724
38640,13038
38916,12881
39760,13845
40040,12640
40896,12645
41180,12571
42048,14116
42336,13075
43216,12806
43508,12576
44400,13948
44696,12868
45600,12543
45900,12636
46816,14235
47120,12988
48048,13204
48356,13072
49296,14179
49608,13025
50560,12791
50876,12718
51840,14303
52160,13146
53136,13228
53460,13138
54448,13868
54776,12739
55776,13391
56108,13260
57120,14595
57456,13489
58480,13070
58820,13167
59856,14593
60200,13993
61248,13490
61596,13293
62656,14325
63008,12988
64080,13339
64436,13225
65520,14856
65880,13538
66976,13047
67340,13192
68448,14802
68816,13567
69936,13446
70308,13442
71440,14749
71816,13415
72960,13394
73340,13336
74496,14785
74880,13479
76048,13872
76436,13641
77616,14961
78008,13797
79200,13812
79596,13712
80800,15124
81200,13702
82416,13546
82820,13564
84048,15002
84456,13627
85696,14923
86108,13690
87360,15396
87776,14065
89040,13909
89460,13855
90736,15292
91160,13768
92448,14011
92876,13817
94176,15386
94608,13969
95920,14185
96356,14062
97680,15456
98120,14022
99456,13995
99900,13898
101248,15187
101696,13941
103056,14082
103508,14032
104880,15903
105336,14337
106720,14346
107180,14264
108576,15644
109040,14163
110448,14118
110916,14145
112336,15580
112808,14203
114240,14342
114716,14324
116160,15818
116640,14361
118096,14549
118580,14648
120048,16128
120536,14659
122016,14521
122508,14491
124000,16228
124496,14594
126000,14969
126500,14898
128016,16102
128520,14563
130048,14385
130556,14493
132096,16614
132608,15034
134160,15245
134676,15054
136240,16254
136760,14729
138336,14841
138860,14747
140448,16392
140976,14735
142576,15163
143108,15142
144720,16813
145256,15345
146880,14997
147420,15091
149056,16770
149600,15212
151248,15417
151796,15385
153456,17137
154008,15407
155680,15433
156236,15409
157920,16748
158480,15213
160176,15401
160740,15403
162448,17403
163016,15710
164736,15477
165308,15706
167040,17003
167616,15265
169360,15939
169940,15936
171696,17438
172280,15676
174048,15578
174636,15700
176416,17349
177008,15675
178800,16069
179396,15838
181200,17509
181800,15930
183616,15996
184220,16028
186048,17867
