48,8873
56,10192
96,13483
108,13299
160,15155
176,13992
240,18061
260,15911
336,17668
360,17369
448,17211
476,17177
576,20531
608,18842
720,21218
756,20694
880,20259
920,19658
1056,20353
1100,19716
1248,23129
1296,21241
1456,21988
1508,22869
1680,23986
1736,21661
1920,20391
1980,20394
2176,21903
2240,20748
2448,21810
2516,22373
2736,22800
2808,21355
3040,22477
3116,22506
3360,24780
3440,22205
3696,23373
3780,23091
4048,24349
4136,22849
4416,22080
4508,21868
4800,24841
4896,22916
5200,23549
5300,24302
5616,24621
5720,23090
6048,23417
6156,23490
6496,24620
6608,22886
6960,22639
7076,22740
7440,25750
7560,24082
7936,22314
8060,23230
8448,25556
8576,23360
8976,22466
9108,22608
9520,26479
9656,24518
10080,23707
10220,24264
10656,25995
10800,24169
11248,22858
11396,23376
11856,26874
12008,24575
12480,23839
12636,24288
13120,25791
13280,23695
13776,24463
13940,25475
14448,26881
14616,24841
15136,24175
15308,24415
15840,26925
16016,24614
16560,24434
16740,24963
17296,25937
17480,23925
18048,24410
18236,24578
18816,27391
19008,25377
19600,24844
19796,25210
20400,27042
20600,24789
21216,24656
21420,24973
22048,26525
22256,24582
22896,24244
23108,24542
23760,27323
23976,25122
24640,25390
24860,25543
25536,27351
25760,25264
26448,25033
26676,25197
27376,27022
27608,24916
28320,25279
28556,25563
29280,28213
29520,25847
30256,25021
30500,25425
31248,28036
31496,25682
32256,24152
32508,24643
33280,28370
33536,26032
34320,25435
34580,25585
35376,27771
35640,25408
36448,24846
36716,25149
37536,28809
37808,26079
38640,26198
38916,26659
39760,28427
40040,25988
40896,25224
41180,25600
42048,29211
42336,26508
43216,25666
43508,25860
44400,28821
44696,26224
45600,25527
45900,25926
46816,29299
47120,26637
48048,26707
48356,26886
49296,29276
49608,26608
50560,25816
50876,26077
51840,29633
52160,26902
53136,26635
53460,26925
54448,28529
54776,25923
55776,26864
56108,26898
57120,29938
57456,27167
58480,26598
58820,26985
59856,30054
60200,27304
61248,27109
61596,27121
62656,29385
63008,26534
64080,26749
64436,26930
65520,30561
65880,27530
66976,26515
67340,26885
68448,30569
68816,27812
69936,27027
70308,27393
71440,30388
71816,27520
72960,27001
73340,27316
74496,30650
74880,27577
76048,27732
76436,27999
77616,30845
78008,28076
79200,27876
79596,28163
80800,31230
81200,28219
82416,27406
82820,27892
84048,30752
84456,27924
85696,28890
86108,28236
87360,31827
87776,28784
89040,28242
89460,28480
90736,31326
91160,28286
92448,28041
92876,28263
94176,31731
94608,28561
95920,28612
96356,28886
97680,31987
98120,28928
99456,28583
99900,28636
101248,31188
101696,28257
103056,28320
103508,28757
104880,32604
105336,29409
106720,29055
107180,29388
108576,32324
109040,29209
110448,28442
110916,29043
112336,32191
112808,29116
114240,29021
114716,29545
116160,32683
116640,29500
118096,29415
118580,29863
120048,33339
120536,30075
122016,29335
122508,29591
124000,33387
124496,30042
126000,30412
126500,30760
128016,33599
128520,30088
130048,29297
130556,29676
132096,34382
132608,30968
134160,30683
134676,31022
136240,33922
136760,30558
138336,30162
138860,30322
140448,33519
140976,30213
142576,30867
143108,31218
144720,34847
145256,31608
146880,30745
147420,31040
149056,34543
149600,31126
151248,31421
151796,31763
153456,35493
154008,31847
155680,31613
156236,31767
157920,34546
158480,31184
160176,31469
160740,31703
162448,36305
163016,32322
164736,31917
165308,32006
167040,35183
167616,31622
169360,32723
169940,32960
171696,36384
172280,32664
174048,31781
174636,32119
176416,36180
177008,32297
178800,32437
179396,32639
181200,36468
181800,32989
183616,32726
184220,33764
186048,37320
